Nombre;Estilo;Cervecería;Nombre completo;Descripción;ABV;Min IBU;Max IBU;Astringencia;Cuerpo (Body);Alcohol;Amargo (Bitter);Dulce (Sweet);Agrio (Sour);Salado (Salty);Frutas (Fruits);Lupulado (Hoppy);Especias (Spices);Malta (Malty)
Gouden Carolus Tripel;Tripel;Brouwerij Het Anker;Brouwerij Het Anker Gouden Carolus Tripel;Notes:;9.0;;40.0;16;36;22.0;20;68;45;0;75;42.0;32;26.0
Dulle Teve (Mad Bitch);Tripel;Brouwerij De Dolle Brouwers;Brouwerij De Dolle Brouwers De Dolle Dulle Teve (Mad Bitch);Notes:;10.0;20.0;40.0;21;42;38.0;36;125;104;2;121;59.0;40;50.0
Sapient Trip Ale;Tripel;Dark Horse Brewing Company;Dark Horse Brewing Company Dark Horse Sapient Trip Ale;"Notes:Why is the Grim Reaper holding a mailbox? Well, that mailbox is from a dead Dark Horse beer. The Grim Reaper better know as ""Death"" was quite found of our classic Sapient Summer Wheat Ale. When we changed it into a Belgian Style Triple, Death thought it would only be appropriate to bring something from that beer into this beer. So he picked the mailbox, and we weren’t about to argue with him. You can say what you want about him, but that Death sure has a big heart. So anyway...we brewed this beer with a Trappist yeast strain so it is very traditional. The flavors are incredibly complex with notes of mild fruit and finishes with a bit of clove. Although this beer is higher in alcohol it is very smooth and finishes dry on the palate.\t";9.5;20.0;40.0;13;35;19.0;20;36;44;4;69;;27;27.0
Devil's Backbone;Tripel;Real Ale Brewing Company;Real Ale Brewing Company Devil's Backbone;Notes:;8.1;20.0;40.0;15;30;14.0;8;30;19;0;22;15.0;35;35.0
Trappist Achel 8° Blond;Tripel;Brouwerij der St. Benedictusabdij de Achelse;Brouwerij der St. Benedictusabdij de Achelse Trappist Achel 8° Blond;Notes:;8.0;20.0;40.0;21;28;21.0;26;75;51;0;80;46.0;44;39.0
Affligem Tripel;Tripel;Brouwerij De Smedt / Brouwerij Affligem;Brouwerij De Smedt / Brouwerij Affligem Affligem Tripel;Notes:;9.5;200.0;40.0;17;32;18.0;24;105;58;0;84;42.0;28;49.0
Brother David's Triple Abbey Style Ale;Tripel;Anderson Valley Brewing Company;Anderson Valley Brewing Company Brother David's Triple Abbey Style Ale;Notes:Similar to Belgian-style Strong Pales, the Tripel is often characterized by its lighter color, spicy aromatics, and complexity. Brother David’s Triple is brewed with copious amounts of pale malts as well as Belgian candi sugar, giving it a deep golden hue, medium body and rich mouth feel. The dense head gives off aromas of candied orange peel, clover honey, pears, and a hint of freshly mown fields. The fruity esters and spicy hop flavors balance the phenolic characteristics leading to a peppery, citrusy finish.\t;10.0;20.0;40.0;15;38;30.0;22;96;55;0;84;39.0;37;53.0
Bornem Triple;Tripel;Brouwerij Van Steenberge N.V.;Brouwerij Van Steenberge N.V. Bornem Triple;Notes:;100.0;20.0;40.0;24;29;18.0;19;58;52;0;68;24.0;23;27.0
Tripel Horse;Tripel;River Horse Brewing Co.;River Horse Brewing Co. Bourbon Tripel Horse;Notes:Our take on a Belgian Style Tripel Ale, brewed with spices and fermented with a Trappist yeast strain which lends hints of vanilla and creates a variety of complex flavors.\t;10.0;20.0;40.0;5;35;26.0;9;67;30;0;54;12.0;45;34.0
Golden Delicious;Tripel;Captain Lawrence Brewing Co.;Captain Lawrence Brewing Co. Golden Delicious;Notes:Triple Aged In Apple Brandy Barrels\t;11.0;20.0;40.0;30;45;120.0;43;154;129;0;148;60.0;34;91.0
St. Feuillien Triple;Tripel;Brasserie St. Feuillien;Brasserie St. Feuillien St. Feuillien Triple;Notes:This beer has a white, smooth and very compact head. Its pale amber colour is very characteristic revealing a distinctive maltiness. It has a rich aroma with a unique combination of aromatic hops, spices and the typical bouquet of fermentation – very fruity. Secondary fermentation in the bottle gives it a unique aroma due to the presence of yeast. St-Feuillien Triple has a very strong and exceptionally lingering taste thanks to its density and its long storage period. Whether served as a refreshing aperitif in summer or savoured during the winter months, the Triple is a connoisseur’s beer par excellence.\t;8.5;20.0;40.0;19;30;33.0;29;62;65;0;61;54.0;35;44.0
Final Absolution Trippel;Tripel;Dragonmead Microbrewery;Dragonmead Microbrewery Dragonmead Final Absolution Trippel;Notes:Dragonmead's signature product! This is the ultimate Belgian style. The very high gravity of this beer is balanced by the smoothness of its finish. Banana and Clove aromas come from the Belgian yeast strain combining with the generous dose of Belgian Candi Sugar. The Saaz hops help to give this beer a balanced bitterness with no noticeable hop aroma.\t;10.0;20.0;40.0;7;32;16.0;23;71;35;0;51;26.0;24;33.0
Straffe Hendrik Bruges Tripel Bier 9°;Tripel;Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan;Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan Straffe Hendrik Brugse Tripel Bier 9°;Notes:;;20.0;40.0;23;40;34.0;20;56;38;0;46;34.0;22;
Watou Tripel;Tripel;Brouwerij St. Bernardus NV;Brouwerij St. Bernardus NV Watou Tripel;Notes:;7.5;20.0;40.0;16;35;16.0;15;63;55;1;78;26.0;54;39.0
Trippel;Tripel;Green Flash Brewing Co.;Green Flash Brewing Co. Green Flash Trippel;Notes:;9.7;20.0;40.0;22;68;41.0;37;140;100;2;140;68.0;56;61.0
Damnation Batch 23 (Oak Aged);Tripel;Russian River Brewing Company;Russian River Brewing Company Damnation Batch 23 (Oak Aged);Notes:We turned our regular Damnation recipe into a Tripel. It is bittered with Tomahawk and has Sterling and Cascade in the mid-boil and finish. The beer was then aged on new American oak chips for two to three weeks.\t;11.0;;40.0;11;30;45.0;16;64;60;0;66;22.0;35;29.0
Triple;Tripel;Brasserie de l'Abbaye du Val-Dieu;Brasserie de l'Abbaye du Val-Dieu Val-Dieu Triple;Notes:;9.0;200.0;40.0;10;36;22.0;11;89;52;0;77;17.0;32;40.0
Augustijn Ale;Tripel;Brouwerij Van Steenberge N.V.;Brouwerij Van Steenberge N.V. Augustijn Ale;Notes:;8.0;20.0;40.0;20;43;;19;72;87;0;98;28.0;47;39.0
Kasteel Tripel;Tripel;Brouwerij Van Honsebrouck N.V.;Brouwerij Van Honsebrouck N.V. Kasteel Triple;Notes:;11.0;20.0;40.0;18;41;41.0;19;93;57;0;53;40.0;23;54.0
Eau Benite;Tripel;Unibroue;Unibroue Eau Benite;"Notes:First brewed in 1996, Eau Benite ""Oh-Bey-Knit"" (Holy Water) was developed to offer the characteristics of a bottle refermented triple with a slightly lower alcohol content. This is a refreshing pale golden ale with a slightly fruity nose and a pleasant character.\t";7.7;20.0;40.0;240;51;40.0;17;69;83;0;107;35.0;38;33.0
Abbey Triple;Tripel;Sprecher Brewing Company;Sprecher Brewing Company Abbey Triple;Notes:A Belgian Trappist triple yeast culture balanced with the finest imported pale barley, Belgian aromatic malt and oats, gives this golden ale a fruity bouquet and a light refined taste.\t;100.0;20.0;40.0;8;22;16.0;6;79;42;0;57;11.0;23;39.0
Tripel Van De Garre;Tripel;Brouwerij Van Steenberge N.V.;Brouwerij Van Steenberge N.V. Tripel Van De Garre;Notes:This is the house beer for the famous De Garre pub in Brugges, Belgium. Brewed using traditional Belgian triple base with three times the amount of malt allows the brewer to achieve the 11% ABV.\t;11.0;20.0;40.0;13;54;22.0;19;91;45;4;80;56.0;50;55.0
Gumballhead;Wheat Beer - American Pale;Three Floyds Brewing Co. & Brewpub;Three Floyds Brewing Co. & Brewpub Gumballhead;Notes:An American wheat beer with a refreshing, crisp citrus finish. This delicious session beer is brewed with boatloads of Amarillo hops.35 IBU\t;5.6;10.0;35.0;10;29;9.0;41;26;44;0;54;58.0;8;57.0
Samuel Adams Summer AleBoston Beer Company (Samuel Adams);Wheat Beer - American Pale;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams Summer Ale;Notes:An American Wheat, brewed with malted wheat, lemon zest and grains of paradise - a rare pepper from Africa first used as a brewing spice in the 13th Century to create a crisp and spicy flavor and body.\t;5.3;10.0;35.0;23;22;50.0;19;27;61;1;70;;15;50.0
312 Urban Wheat;Wheat Beer - American Pale;Goose Island Beer Co.;Goose Island Beer Co. 312 Urban Wheat;Notes:Crisp, bright flavor shines like city lights on Lake Michigan. Hazy and unfiltered, our award-winning Urban Wheat Ale's flavor flows from start to finish.18 IBU\t;4.2;10.0;35.0;27;45;10.0;25;22;51;3;57;31.0;6;84.0
Unfiltered Wheat;Wheat Beer - American Pale;Boulevard Brewing Co.;Boulevard Brewing Co. Unfiltered Wheat;Notes:Boulevard Unfiltered Wheat Beer is a lively, refreshing ale with a natural citrusy flavor and distinctive cloudy appearance. This easy drinking American-style wheat beer has become our most popular offering, and the best-selling craft beer in the Midwest.14 IBU\t;4.4;10.0;35.0;15;16;6.0;12;16;48;0;52;23.0;7;70.0
Circus Boy The Hefeweizen!;Wheat Beer - American Pale;Magic Hat Brewing Company;Magic Hat Brewing Company Circus Boy;Notes:Unfiltered and unfettered, Circus Boy is a unique and refreshing American-style Hefeweizen. Is he a who? Or a what? Or perhaps some of both? Be amazed by the flavorful haze of this wonderful wheat beer.15 IBU\t;4.5;10.0;35.0;16;24;8.0;28;22;73;3;77;46.0;34;72.0
UFO Hefeweizen;Wheat Beer - American Pale;Harpoon Brewery;Harpoon Brewery UFO Hefeweizen;Notes:UFO Hefeweizen is an American unfiltered wheat beer. Perhaps UFO’s initial sensory perception is also its most prominent: a cloudy golden color and a dense, frothy head. The yeast, which has not been filtered out, accounts for the cloudiness of UFO. Wheat malt tends to create a larger head than barley malt, the cereal grain most often used in brewing. When served in a traditional wheat beer glass with a lemon, UFO presents an appealing and distinctive visual image.The aroma has a faint but clear citrus-like character. This is produced by the special yeast and accounts for the Bavarian tradition of serving hefeweizens with a lemon. The lemon accentuates the yeast’s fruity, tart fragrance. UFO has a soft mouthfeel and a refreshing, light body. The wheat malts and subtle hopping give the beer a mild, delicate flavor. UFO has a clean finish. Unlike some imported hefeweizens, UFO does not have the spicy, tropical flavors typical of European-brewed style.19 IBU\t;4.8;10.0;;9;36;4.0;16;25;54;0;71;25.0;27;80.0
Hop Sun (Summer Wheat Beer);Wheat Beer - American Pale;Southern Tier Brewing Company;Southern Tier Brewing Company Hop Sun (Summer Wheat Beer);Notes:;5.1;10.0;35.0;29;25;6.0;58;20;56;1;56;72.0;3;76.0
Berry Weiss;Wheat Beer - American Pale;Jacob Leinenkugel Brewing Company;Jacob Leinenkugel Brewing Company Leinenkugel's Berry Weiss;Notes:;4.7;10.0;350.0;16;18;70.0;17;131;40;3;78;32.0;7;40.0
Anchor Summer Beer;Wheat Beer - American Pale;Anchor Brewing Company;Anchor Brewing Company Anchor Summer Beer;Notes:;4.6;10.0;35.0;32;37;;38;18;38;5;42;56.0;13;96.0
Blue Moon Summer Honey WheatCoors Brewing Company (Molson-Coors);Wheat Beer - American Pale;Coors Brewing Company;Coors Brewing Company Blue Moon Summer Honey Wheat;Notes:;50.0;10.0;35.0;13;19;6.0;11;70;18;3;18;11.0;3;87.0
Samuel Adams Coastal WheatBoston Beer Company (Samuel Adams);Wheat Beer - American Pale;Boston Beer Company (Samuel Adams);Boston Beer Company (Samuel Adams) Samuel Adams Coastal Wheat;Notes:;5.3;10.0;35.0;16;32;2.0;14;34;76;0;74;19.0;7;74.0
Wailua Wheat;Wheat Beer - American Pale;Kona Brewing Co.;Kona Brewing Co. Wailua Wheat;Notes:Swimming in a fresh water pool at the base of a cascading waterfall is what we all imagine we would find in paradise. On Maui, follow the old Hana Highway and you will find such a place – Wailua Falls. This plunging cascade of clear water is the inspiration for our Limited Release Wailua Wheat Ale. This golden, sun colored ale has a bright, citrus flavor that comes from the tropical passion fruit we brew into each batch. Sit back, relax and enjoy paradise anytime.15 IBU\t;5.4;10.0;35.0;11;27;;16;79;63;4;84;29.0;4;
Montana Trout Slayer Wheat Ale;Wheat Beer - American Pale;Big Sky Brewing Company;Big Sky Brewing Company Montana Trout Slayer Ale;Notes:Trout Slayer is a filtered wheat ale, fermented at cool temperatures, making it a smooth drinkable session beer. Brewed with Palisade, Glacier, and Mt. Hood hops, this straw colored beer is sure to please any craft beer drinker.\t;5.0;10.0;35.0;19;37;6.0;35;29;33;2;32;53.0;1;
Sweaty Betty Blonde;Wheat Beer - American Pale;Boulder Beer / Wilderness Pub;Boulder Beer / Wilderness Pub Sweaty Betty Blonde;Notes:;5.2;10.0;35.0;17;36;7.0;13;27;43;2;74;31.0;31;61.0
SummerBright Ale;Wheat Beer - American Pale;Breckenridge Brewery;Breckenridge Brewery SummerBright Ale;Notes:Enjoy Poolside or Sprinklerside. Breck Brew's SummerBright is the result. The craftsman's touch combines white wheat, two row pale and munich malt with the pacific northwest's most intriguing hops to create a bright, clean ale ideal for picnicking, evenings on the screen porch and enjoying the whims of the summer breeze.\t;4.5;;;24;36;3.0;40;16;52;3;57;43.0;3;62.0
Blue Star Great American Wheat Beer;Wheat Beer - American Pale;North Coast Brewing Co.;North Coast Brewing Co. Blue Star Great American Wheat Beer;Notes:;4.5;10.0;35.0;31;42;;39;40;73;0;83;;18;
Summer Ale;Wheat Beer - American Pale;Shipyard Brewing Co.;Shipyard Brewing Co. Summer Ale;Notes:;4.8;10.0;35.0;14;32;;25;30;43;6;40;49.0;10;87.0
Easy Street Wheat;Wheat Beer - American Pale;Odell Brewing Company;Odell Brewing Company Chili Easy Street Wheat;Notes:;4.6;10.0;;15;28;4.0;17;24;50;3;61;15.0;16;98.0
Whitsun Ale;Wheat Beer - American Pale;Arcadia Brewing Company;Arcadia Brewing Company Arcadia Whitsun Ale;"Notes:Brewed in the style of a mid-19th century English Festival Ale, this unfiltered wheat beer displays a translucent orange color topped with a creamy, white head. Wheat enhances the mouthfeel of the beer and produces pleasant bread-like notes while Michigan honey provides a caramelized sweetness in the flavor profile. This beer is spiced with orange peel and coriander and small amounts of three hop varieties pleasantly counterbalances the sweetness.Brewed with Michigan honey.1062 OG; 17 IBU\t";6.0;10.0;35.0;14;26;7.0;27;33;59;0;59;36.0;14;65.0
Pineapple Mana Wheat;Wheat Beer - American Pale;Maui Brewing Co.;Maui Brewing Co. Mana Wheat;Notes:Maui Gold pineapple gives sweet aroma to this smooth-bodied, tropical brew.18 IBU\t;5.5;10.0;35.0;15;35;8.0;14;115;48;5;118;37.0;16;
Dirty Blonde Ale;Wheat Beer - American Pale;Atwater Block Brewery;Atwater Block Brewery Dirty Blonde Ale;Notes:From mild to wild this one’s the perfect companion for whatever you’re up for. Crisp wheat smoothness gives way to a touch of coriander snap and a kiss of sweet orange peel perk that lingers on your lips. With a beautiful cloudy golden hue and ample head this one makes you love her more with every pour.8 IBU\t;4.5;10.0;;15;20;1.0;18;15;39;1;44;;12;28.0
Solace;Wheat Beer - American Pale;Firestone Walker Brewing Co.;Firestone Walker Brewing Co. Solace;Notes:;;10.0;35.0;33;36;9.0;25;33;69;1;93;30.0;21;83.0
Jack Whacker Wheat Ale;Wheat Beer - American Pale;Tommyknocker Brewery;Tommyknocker Brewery Jack Whacker Wheat Ale;Notes:An American-style wheat ale brewed with malted. Low hopping rates allow the refreshing aroma and citrus flavor of a late addition of lemon grass to dominate. This unfiltered beer retains all of its protein, flavor, and some of its yeast, resulting in a traditionally cloudy appearance.\t;4.7;10.0;35.0;12;32;9.0;13;30;91;0;88;25.0;7;64.0
Blue Moon Spring Blonde Wheat AleCoors Brewing Company (Molson-Coors);Wheat Beer - American Pale;Coors Brewing Company;Coors Brewing Company Blue Moon Spring Blonde Wheat Ale;Notes:;5.4;10.0;35.0;16;42;7.0;24;32;60;0;70;24.0;6;
White Gold;Wheat Beer - American Pale;Ithaca Beer Company;Ithaca Beer Company White Gold;Notes:A Belgo-American Ale brewed with domestic barley and French wheat malts, the finest Continental and U.S. grown hops, and fermented with Belgian, English and Wild yeasts.\t;8.0;10.0;35.0;37;46;23.0;31;36;98;1;78;60.0;29;73.0
Saranac Pomegranate Wheat;Wheat Beer - American Pale;Matt Brewing Company;Matt Brewing Company Saranac Pomegranate Wheat;Notes:;4.7;10.0;35.0;22;30;7.0;11;74;49;0;87;11.0;5;85.0
Summer Session Ale;Wheat Beer - American Pale;Peak Organic Brewing Company;Peak Organic Brewing Company Peak Organic Summer Session Ale;Notes:A traditional summer wheat beer marries a West Coast pale ale. Locally grown wheat provides a complex mouthfeel and Amarillo dry hopping gives a citrusy aroma.61 IBU\t;4.4;10.0;35.0;18;34;8.0;60;13;59;1;62;77.0;7;67.0
Saranac Summer Ale;Wheat Beer - American Pale;Matt Brewing Company;Matt Brewing Company Saranac Summer Ale;Notes:Available in the 12 Beers of Summer sampler. Not to be confused with Saranac Summer Brew (a German Radler).\t;4.7;10.0;35.0;19;31;4.0;32;29;70;0;72;49.0;13;64.0
Sun Block;Wheat Beer - American Pale;Captain Lawrence Brewing Co.;Captain Lawrence Brewing Co. Sun Block Witte;Notes:As the sun starts to peek out from around the dark winter clouds, it is a clear reminder that brighter days lie ahead. Deviating from the original recipe, this new and improved Sun Block comes with a little more oomph in flavor, but still has that great summertime body.\t;4.5;10.0;35.0;28;52;11.0;73;33;82;1;98;103.0;16;72.0
